;date;RR;Tn;Tx;Tavg;RH_avg;ss;ff_x;ff_avg;ddd_x;ddd_car
239257;29/02/2012;0.0;24.1;32.6;26.7;89.0;0.6;3.0;2.0;45.0;N 
239258;03/01/2012;22.8;24.0;32.5;27.2;83.0;4.5;3.0;2.0;360.0;N 
239259;03/02/2012;0.0;23.8;31.2;26.1;91.0;4.0;4.0;2.0;360.0;S 
239260;03/03/2012;25.2;23.0;28.9;25.0;91.0;1.1;5.0;2.0;270.0;W 
239261;03/04/2012;35.5;23.8;28.8;25.4;92.0;0.0;4.0;2.0;360.0;NE
239262;03/05/2012;1.2;23.6;31.4;25.9;84.0;1.5;6.0;2.0;315.0;NE
239263;03/06/2012;0.0;23.8;30.5;26.7;80.0;3.2;4.0;2.0;360.0;N 
239264;03/07/2012;;24.2;32.0;26.8;84.0;4.2;3.0;2.0;45.0;S 
239265;03/08/2012;0.0;24.2;31.0;26.6;88.0;3.2;5.0;2.0;270.0;NW
239266;03/09/2012;48.1;21.4;27.8;25.1;89.0;0.0;4.0;2.0;360.0;N 
239267;03/10/2012;0.0;24.0;32.0;28.0;74.0;3.1;4.0;2.0;315.0;NW
239268;03/11/2012;6.3;22.8;31.7;26.8;82.0;4.5;3.0;2.0;45.0;NE
239269;03/12/2012;;22.8;31.6;26.5;82.0;5.1;5.0;3.0;360.0;NE
239270;13/03/2012;36.0;22.6;29.2;25.6;89.0;0.9;2.0;1.0;45.0;NE
239271;14/03/2012;0.2;24.8;29.7;24.7;96.0;0.0;4.0;2.0;360.0;N 
239272;15/03/2012;30.1;21.4;30.2;25.3;88.0;4.4;5.0;3.0;360.0;N 
239273;16/03/2012;0.2;23.9;31.8;27.1;83.0;6.9;4.0;2.0;360.0;N 
239274;17/03/2012;0.4;23.4;31.8;25.8;88.0;4.3;3.0;2.0;360.0;N 
239275;18/03/2012;22.0;23.6;32.4;27.2;84.0;5.5;4.0;2.0;270.0;W 
239276;19/03/2012;;25.2;32.3;27.1;84.0;7.3;6.0;3.0;225.0;SW
239277;20/03/2012;0.2;24.5;30.8;25.6;93.0;3.2;5.0;3.0;270.0;SW
239278;21/03/2012;25.3;24.0;32.0;27.2;84.0;7.7;6.0;4.0;225.0;SW
239279;22/03/2012;;25.0;31.8;27.7;84.0;5.0;5.0;3.0;225.0;SW
239280;23/03/2012;3.0;24.6;31.4;27.1;86.0;5.0;6.0;3.0;225.0;SW
239281;24/03/2012;;24.6;32.0;27.3;86.0;6.0;5.0;3.0;225.0;W 
239282;25/03/2012;0.0;24.6;32.2;26.9;88.0;6.1;5.0;3.0;225.0;SW
239283;26/03/2012;0.0;24.6;30.1;25.7;89.0;3.0;4.0;2.0;180.0;S 
239284;27/03/2012;1.5;24.0;31.5;26.8;88.0;2.6;4.0;2.0;180.0;S 
239285;28/03/2012;1.0;23.5;32.2;27.2;83.0;7.5;6.0;3.0;225.0;SW
239286;29/03/2012;0.0;23.0;31.4;26.8;84.0;5.6;5.0;3.0;225.0;SW
239287;30/03/2012;;24.3;30.4;25.4;91.0;1.7;3.0;1.0;180.0;W 
239288;31/03/2012;54.0;23.3;31.8;26.8;87.0;4.0;5.0;3.0;360.0;N 
239289;04/01/2012;0.0;23.6;31.0;26.4;83.0;3.5;4.0;2.0;180.0;NW
239290;04/02/2012;1.0;24.0;32.0;26.6;87.0;6.1;7.0;2.0;90.0;NE
239291;04/03/2012;12.0;24.8;31.1;24.9;94.0;3.2;5.0;2.0;135.0;S 
239292;04/04/2012;29.8;22.0;31.0;25.4;89.0;4.1;5.0;3.0;360.0;W 
239293;04/05/2012;3.7;22.4;29.7;25.8;89.0;2.0;4.0;2.0;270.0;S 
239294;04/06/2012;0.0;23.2;32.7;26.8;82.0;7.2;3.0;2.0;180.0;S 
239295;04/07/2012;0.2;23.9;33.1;27.3;84.0;6.2;4.0;2.0;90.0;E 
239296;04/08/2012;3.0;23.8;32.8;26.7;84.0;6.0;5.0;3.0;90.0;E 
239297;04/09/2012;3.8;23.8;33.4;27.5;79.0;7.5;4.0;2.0;90.0;E 
239298;04/10/2012;;25.2;32.6;28.3;78.0;5.4;3.0;2.0;315.0;SW
239299;04/11/2012;26.8;24.2;29.8;26.5;86.0;1.0;3.0;2.0;315.0;SW
239300;04/12/2012;2.9;23.7;33.0;27.7;81.0;6.0;3.0;2.0;360.0;E 
239301;13/04/2012;;24.6;32.9;27.3;85.0;5.2;5.0;2.0;90.0;E 
239302;14/04/2012;11.1;24.8;33.0;27.0;88.0;4.5;5.0;2.0;90.0;NE
239303;15/04/2012;0.2;23.7;32.6;26.2;89.0;7.5;4.0;2.0;180.0;NW
239304;16/04/2012;56.7;22.8;32.8;27.2;86.0;4.3;4.0;2.0;225.0;NW
239305;17/04/2012;0.0;24.2;33.0;27.7;84.0;4.7;4.0;2.0;135.0;NE
239306;18/04/2012;0.0;24.4;32.1;26.6;90.0;5.3;5.0;2.0;225.0;N 
239307;19/04/2012;17.8;24.4;31.6;26.5;90.0;2.0;5.0;2.0;180.0;NE
239308;20/04/2012;51.5;23.3;32.6;27.3;87.0;6.0;4.0;2.0;135.0;S 
239309;21/04/2012;;24.4;31.2;26.0;91.0;4.3;4.0;2.0;315.0;NW
239310;22/04/2012;39.7;23.1;32.2;26.6;86.0;7.5;5.0;2.0;180.0;S 
239311;23/04/2012;8.5;23.4;31.0;26.0;88.0;1.7;3.0;2.0;45.0;SW
239312;24/04/2012;1.7;24.3;33.2;27.5;85.0;7.1;3.0;2.0;180.0;S 
239313;25/04/2012;;24.7;31.8;27.2;86.0;4.0;3.0;2.0;135.0;NW
239314;26/04/2012;1.2;24.4;31.7;27.7;87.0;4.1;3.0;2.0;135.0;SE
239315;27/04/2012;0.0;24.4;31.6;26.6;89.0;3.3;3.0;1.0;360.0;N 
239316;28/04/2012;47.5;24.0;33.0;26.9;83.0;7.5;3.0;2.0;315.0;W 
239317;29/04/2012;;24.8;34.2;27.7;84.0;6.7;4.0;2.0;360.0;NE
239318;30/04/2012;;25.0;32.8;27.0;87.0;4.5;4.0;2.0;270.0;W 
239319;05/01/2012;30.7;24.0;30.0;26.3;88.0;1.8;3.0;2.0;360.0;N 
239320;05/02/2012;;23.7;32.8;27.5;84.0;5.5;4.0;1.0;45.0;S 
239321;05/03/2012;;24.3;32.1;26.2;90.0;3.7;4.0;2.0;180.0;NE
239322;05/04/2012;0.8;23.6;28.4;25.5;89.0;0.0;4.0;1.0;45.0;N 
239323;05/05/2012;2.0;23.0;32.1;27.4;81.0;6.5;3.0;2.0;225.0;W 
239324;05/06/2012;;24.0;31.2;27.0;80.0;6.0;4.0;2.0;360.0;NE
239325;05/07/2012;;24.2;31.5;27.0;87.0;3.5;4.0;2.0;135.0;S 
239326;05/08/2012;5.2;23.5;31.2;26.6;87.0;3.7;3.0;2.0;360.0;N 
239327;05/09/2012;0.0;23.6;30.2;25.5;92.0;2.8;2.0;1.0;90.0;E 
239328;05/10/2012;2.1;22.9;32.4;26.8;84.0;8.0;4.0;2.0;225.0;SW
239329;05/11/2012;;22.8;33.4;27.5;79.0;7.8;3.0;2.0;225.0;S 
239330;05/12/2012;;21.9;32.4;26.3;83.0;7.5;5.0;3.0;225.0;SW
239331;13/05/2012;;23.8;32.8;27.5;79.0;6.2;3.0;2.0;270.0;W 
239332;14/05/2012;;23.8;33.6;27.8;81.0;6.3;3.0;2.0;45.0;NE
239333;15/05/2012;;24.0;34.0;27.7;83.0;6.9;4.0;2.0;270.0;SE
239334;16/05/2012;;24.6;34.4;28.2;79.0;7.0;3.0;2.0;270.0;S 
239335;17/05/2012;;24.6;34.4;27.9;82.0;5.1;4.0;2.0;315.0;SE
239336;18/05/2012;;25.0;29.2;26.7;86.0;0.0;5.0;3.0;360.0;N 
239337;19/05/2012;4.5;23.9;34.0;28.7;76.0;8.0;4.0;2.0;90.0;E 
239338;20/05/2012;;25.1;34.0;28.6;77.0;5.5;6.0;2.0;90.0;E 
239339;21/05/2012;0.7;24.4;32.2;27.5;83.0;6.9;3.0;2.0;90.0;E 
239340;22/05/2012;;22.3;32.5;26.9;82.0;5.6;3.0;1.0;90.0;E 
239341;23/05/2012;;22.4;33.8;26.6;82.0;7.0;4.0;2.0;90.0;E 
239342;24/05/2012;;23.1;33.0;27.0;80.0;4.8;4.0;2.0;90.0;E 
239343;25/05/2012;1.4;22.4;33.8;27.0;80.0;8.0;5.0;3.0;90.0;E 
239344;26/05/2012;;24.3;33.7;28.3;80.0;7.8;5.0;3.0;90.0;E 
239345;27/05/2012;;24.7;32.3;28.1;81.0;4.7;6.0;3.0;90.0;E 
239346;28/05/2012;;24.2;32.0;24.9;96.0;3.6;4.0;2.0;180.0;S 
239347;29/05/2012;93.0;23.6;32.8;27.0;85.0;6.1;4.0;2.0;135.0;SE
239348;30/05/2012;;25.2;32.0;26.0;91.0;3.5;3.0;1.0;315.0;NW
239349;31/05/2012;8.7;23.2;32.6;27.3;82.0;7.0;3.0;1.0;225.0;S 
239350;06/01/2012;1.3;24.3;31.8;27.2;85.0;7.3;5.0;2.0;180.0;E 
239351;06/02/2012;0.0;23.8;31.2;26.1;91.0;4.9;2.0;1.0;90.0;E 
239352;06/03/2012;4.0;24.2;31.4;26.9;88.0;3.9;5.0;2.0;270.0;E 
239353;06/04/2012;0.0;23.8;32.6;27.2;82.0;6.4;4.0;2.0;90.0;E 
239354;06/05/2012;0.0;24.0;33.0;28.0;81.0;6.5;3.0;2.0;45.0;E 
239355;06/06/2012;;24.4;32.6;27.0;85.0;5.5;4.0;2.0;225.0;N 
239356;06/07/2012;;25.4;33.1;27.8;85.0;2.8;4.0;2.0;360.0;N 
239357;06/08/2012;;25.1;33.0;28.1;83.0;5.0;4.0;2.0;135.0;SE
239358;06/09/2012;;25.8;32.4;27.5;88.0;2.5;4.0;2.0;270.0;N 
239359;06/10/2012;3.7;24.2;27.4;24.8;94.0;0.1;5.0;2.0;315.0;S 
239360;06/11/2012;8.9;23.6;26.8;24.4;94.0;0.0;2.0;2.0;270.0;N 
239361;06/12/2012;5.4;22.3;30.5;25.5;86.0;6.0;3.0;2.0;360.0;NE
239362;13/06/2012;;23.4;31.2;26.6;83.0;4.8;4.0;2.0;90.0;E 
239363;14/06/2012;0.0;23.1;32.2;27.2;79.0;6.8;4.0;1.0;270.0;SW
239364;15/06/2012;;22.1;32.2;25.9;84.0;5.3;2.0;1.0;180.0;S 
239365;16/06/2012;;21.6;32.0;26.1;84.0;5.9;3.0;2.0;180.0;E 
239366;17/06/2012;0.0;24.1;32.2;27.4;80.0;7.0;7.0;4.0;90.0;E 
239367;18/06/2012;0.0;23.6;33.2;27.3;78.0;8.0;6.0;4.0;90.0;E 
239368;19/06/2012;;23.6;30.8;25.9;84.0;1.0;5.0;2.0;45.0;SW
239369;20/06/2012;15.6;24.0;33.2;26.5;85.0;6.1;5.0;3.0;90.0;E 
239370;21/06/2012;2.0;23.3;32.8;26.7;88.0;3.5;3.0;0.0;45.0;NE
239371;22/06/2012;0.0;22.9;32.4;26.0;84.0;4.4;3.0;2.0;135.0;E 
239372;23/06/2012;0.5;22.8;32.0;26.4;85.0;6.0;4.0;3.0;90.0;SW
239373;24/06/2012;0.0;23.2;31.4;26.4;83.0;7.4;4.0;3.0;90.0;E 
239374;25/06/2012;;22.2;32.0;26.2;79.0;7.8;5.0;3.0;90.0;E 
239375;26/06/2012;;21.5;32.0;26.0;78.0;4.5;4.0;2.0;90.0;SE
239376;27/06/2012;;23.8;32.0;26.7;84.0;3.0;4.0;2.0;270.0;W 
239377;28/06/2012;2.8;23.4;31.2;25.7;89.0;3.7;4.0;2.0;180.0;S 
239378;29/06/2012;14.2;22.4;31.8;26.2;84.0;5.2;4.0;2.0;180.0;S 
239379;30/06/2012;;21.6;31.8;25.6;84.0;2.6;3.0;1.0;180.0;S 
239380;07/01/2012;11.3;23.4;29.4;25.1;91.0;2.5;4.0;2.0;180.0;S 
239381;07/02/2012;19.0;22.6;29.2;25.0;90.0;0.0;3.0;2.0;135.0;E 
239382;07/03/2012;0.0;23.0;30.2;25.7;87.0;4.6;5.0;3.0;135.0;SE
239383;07/04/2012;0.0;23.7;31.4;27.0;78.0;6.8;6.0;3.0;180.0;E 
239384;07/05/2012;;21.9;32.5;26.0;82.0;8.0;5.0;2.0;90.0;E 
239385;07/06/2012;0.4;24.9;29.0;24.8;94.0;0.0;3.0;2.0;180.0;E 
239386;07/07/2012;19.3;22.9;29.4;24.7;94.0;0.4;2.0;1.0;315.0;NW
239387;07/08/2012;6.1;23.4;32.5;26.9;83.0;7.6;5.0;3.0;90.0;E 
239388;07/09/2012;13.0;23.3;31.0;26.8;86.0;2.5;4.0;2.0;90.0;E 
239389;07/10/2012;0.3;23.1;31.2;25.8;91.0;3.0;4.0;2.0;315.0;S 
239390;07/11/2012;5.0;23.0;29.2;24.8;90.0;1.3;3.0;1.0;45.0;SE
239391;07/12/2012;5.0;21.7;30.4;24.5;92.0;3.1;5.0;2.0;180.0;E 
239392;13/07/2012;9.5;22.4;27.2;24.4;93.0;0.0;3.0;2.0;45.0;NW
239393;14/07/2012;0.0;22.9;28.8;25.5;90.0;2.0;3.0;1.0;90.0;E 
239394;15/07/2012;0.3;23.0;28.6;24.7;94.0;0.3;3.0;1.0;90.0;NW
239395;16/07/2012;31.0;23.0;31.4;26.2;84.0;5.2;4.0;2.0;90.0;E 
239396;17/07/2012;;23.8;29.4;25.7;84.0;0.8;3.0;1.0;180.0;S 
239397;18/07/2012;24.7;23.0;28.0;23.8;97.0;0.0;4.0;2.0;180.0;S 
239398;19/07/2012;14.6;23.8;28.6;24.2;97.0;0.1;4.0;2.0;45.0;S 
239399;20/07/2012;34.0;22.2;31.2;25.8;86.0;4.8;3.0;2.0;90.0;SW
239400;21/07/2012;;22.6;31.6;26.7;80.0;8.0;5.0;3.0;90.0;SE
239401;22/07/2012;;21.6;32.2;25.8;81.0;8.0;4.0;2.0;90.0;E 
239402;23/07/2012;;21.1;31.2;25.7;78.0;7.2;3.0;2.0;90.0;E 
239403;24/07/2012;;22.0;31.5;26.3;81.0;6.5;6.0;3.0;90.0;SW
239404;25/07/2012;;23.6;29.0;25.6;90.0;0.0;2.0;1.0;135.0;S 
239405;26/07/2012;0.0;21.9;29.0;25.4;89.0;0.4;3.0;2.0;360.0;NW
239406;27/07/2012;;23.2;30.4;26.4;81.0;2.0;3.0;2.0;135.0;SE
239407;28/07/2012;0.0;21.2;32.0;25.6;77.0;8.0;5.0;3.0;90.0;E 
239408;29/07/2012;;20.0;32.6;26.0;77.0;8.0;6.0;3.0;90.0;E 
239409;30/07/2012;;20.6;32.4;25.6;78.0;5.5;3.0;2.0;90.0;E 
239410;31/07/2012;;21.2;32.2;25.5;80.0;6.3;5.0;2.0;360.0;SE
239411;08/01/2012;;22.0;31.5;26.0;79.0;4.2;4.0;2.0;90.0;E 
239412;08/02/2012;;22.4;31.8;26.5;79.0;5.5;4.0;2.0;90.0;E 
239413;08/03/2012;;21.9;32.8;26.2;80.0;5.1;4.0;2.0;135.0;S 
239414;08/04/2012;;23.4;33.4;27.5;77.0;8.0;4.0;2.0;90.0;E 
239415;08/05/2012;;22.8;32.8;26.7;80.0;7.5;6.0;3.0;90.0;E 
239416;08/06/2012;;22.1;32.4;26.8;77.0;8.0;5.0;3.0;90.0;E 
239417;08/07/2012;;21.6;32.6;26.4;75.0;8.0;5.0;3.0;90.0;NE
239418;08/08/2012;;21.4;32.2;26.2;72.0;8.0;6.0;3.0;135.0;E 
239419;08/09/2012;;22.4;31.0;26.5;77.0;2.0;5.0;3.0;90.0;E 
239420;08/10/2012;;22.6;33.2;27.0;77.0;6.7;8.0;4.0;90.0;E 
239421;08/11/2012;;23.7;32.4;27.3;76.0;2.5;5.0;2.0;180.0;E 
239422;08/12/2012;;22.4;32.6;26.2;78.0;5.0;3.0;2.0;90.0;E 
239423;13/08/2012;0.0;20.8;32.8;25.7;77.0;7.8;6.0;3.0;135.0;SE
239424;14/08/2012;;21.9;32.2;27.1;71.0;6.0;5.0;3.0;90.0;SE
239425;15/08/2012;;20.8;32.1;25.5;73.0;5.8;6.0;3.0;135.0;E 
239426;16/08/2012;;21.9;32.8;27.4;71.0;6.5;6.0;4.0;90.0;E 
239427;17/08/2012;;22.3;32.4;26.5;79.0;6.0;5.0;3.0;180.0;S 
239428;18/08/2012;2.0;23.2;33.0;27.2;76.0;6.0;4.0;2.0;90.0;S 
239429;19/08/2012;19.0;22.2;32.4;26.0;80.0;7.8;6.0;3.0;90.0;E 
239430;20/08/2012;;21.0;33.0;25.8;78.0;6.5;4.0;2.0;90.0;S 
239431;21/08/2012;;21.2;33.4;25.9;78.0;7.0;4.0;2.0;270.0;S 
239432;22/08/2012;;23.4;32.6;26.9;79.0;7.0;4.0;2.0;180.0;S 
239433;23/08/2012;;22.8;33.1;27.1;75.0;7.1;4.0;2.0;135.0;SE
239434;24/08/2012;;22.2;32.4;26.7;76.0;6.7;4.0;2.0;90.0;E 
239435;25/08/2012;;22.6;32.3;26.5;78.0;5.0;6.0;4.0;135.0;SE
239436;26/08/2012;;23.4;29.0;24.5;95.0;0.5;3.0;2.0;180.0;S 
239437;27/08/2012;15.6;23.6;27.4;24.7;89.0;0.0;4.0;2.0;45.0;E 
239438;28/08/2012;2.8;22.4;32.0;26.5;81.0;2.7;4.0;2.0;90.0;E 
239439;29/08/2012;0.0;22.4;32.6;25.7;85.0;5.8;4.0;2.0;180.0;S 
239440;30/08/2012;0.0;23.3;30.6;25.1;87.0;3.3;4.0;2.0;90.0;E 
239441;31/08/2012;30.9;22.1;31.8;26.4;79.0;5.2;5.0;2.0;180.0;S 
239442;09/01/2012;0.0;21.8;32.4;26.0;77.0;8.0;;;;
239443;09/02/2012;0.0;20.3;32.6;25.8;74.0;7.2;;;;
239444;09/03/2012;0.0;21.0;33.2;26.0;78.0;6.3;;;;
239445;09/04/2012;0.0;23.2;33.4;26.8;81.0;5.8;;;;
239446;09/05/2012;0.0;23.2;33.0;27.3;77.0;;;;;
239447;09/06/2012;0.0;22.4;33.8;27.3;76.0;;;;;
239448;09/07/2012;0.0;23.0;33.4;27.4;78.0;7.7;;;;
239449;09/08/2012;0.0;23.6;32.8;27.2;79.0;5.3;;;;
239450;09/09/2012;0.0;21.6;33.2;26.5;75.0;6.8;;;;
239451;09/10/2012;0.0;21.0;33.1;26.7;74.0;8.0;;;;
239452;09/11/2012;0.0;21.1;33.4;26.4;74.0;8.0;;;;
239453;09/12/2012;0.0;21.1;33.1;26.7;74.0;5.8;;;;
239454;13/09/2012;0.0;22.0;32.8;26.6;77.0;5.2;;;;
239455;14/09/2012;0.0;23.9;31.8;27.6;78.0;3.5;;;;
239456;15/09/2012;0.0;23.2;30.2;27.4;78.0;7.0;;;;
239457;16/09/2012;0.0;23.0;35.8;28.3;70.0;7.5;;;;
239458;17/09/2012;0.0;23.1;33.2;26.6;82.0;4.0;;;;
239459;18/09/2012;24.1;23.2;33.2;26.7;84.0;3.6;;;;
239460;19/09/2012;2.6;23.2;33.2;26.7;86.0;5.7;;;;
239461;20/09/2012;31.5;24.0;32.6;27.6;78.0;3.6;;;;
239462;21/09/2012;0.0;23.6;33.8;27.6;;8.0;;;;
239463;22/09/2012;0.0;21.6;32.9;26.7;73.0;8.0;;;;
239464;23/09/2012;0.0;20.4;33.2;26.2;69.0;8.0;;;;
239465;24/09/2012;0.0;21.0;34.4;26.7;72.0;6.1;;;;
239466;25/09/2012;0.0;22.2;33.4;26.5;78.0;5.3;;;;
239467;26/09/2012;0.0;22.6;33.0;27.1;74.0;3.0;;;;
239468;27/09/2012;0.0;23.0;33.2;26.7;78.0;1.8;;;;
239469;28/09/2012;0.0;22.0;34.0;26.7;74.0;5.1;;;;
239470;29/09/2012;0.0;22.3;35.0;27.6;75.0;6.0;;;;
239471;30/09/2012;0.0;23.4;35.4;28.1;;6.0;;;;
239472;10/01/2012;0.0;25.9;35.2;29.4;70.0;3.9;4.0;2.0;135.0;S 
239473;10/02/2012;;23.1;35.0;28.1;74.0;7.8;3.0;2.0;135.0;SE
239474;10/03/2012;0.9;23.0;34.8;27.9;75.0;6.2;5.0;3.0;90.0;E 
239475;10/04/2012;;22.5;33.8;28.5;68.0;6.6;5.0;3.0;135.0;E 
239476;10/05/2012;;21.8;34.0;26.9;75.0;5.5;5.0;1.0;360.0;E 
239477;10/06/2012;;24.2;34.6;28.0;79.0;0.0;3.0;2.0;90.0;S 
239478;10/07/2012;6.4;24.1;34.6;28.1;76.0;3.2;5.0;2.0;90.0;E 
239479;10/08/2012;;22.8;29.2;24.1;88.0;4.2;6.0;2.0;90.0;E 
239480;10/09/2012;8.1;22.6;34.4;27.8;76.0;3.7;3.0;2.0;90.0;E 
239481;10/10/2012;;23.4;35.4;27.8;74.0;6.2;4.0;2.0;180.0;S 
239482;10/11/2012;;23.0;34.6;27.7;73.0;4.0;3.0;2.0;180.0;S 
239483;10/12/2012;;24.0;34.7;28.7;74.0;3.6;5.0;2.0;270.0;S 
239484;13/10/2012;;24.0;35.8;27.6;76.0;7.2;7.0;3.0;270.0;W 
239485;14/10/2012;20.3;23.0;34.6;29.0;76.0;5.4;6.0;4.0;90.0;E 
239486;15/10/2012;0.0;24.2;32.0;27.7;77.0;4.5;3.0;2.0;270.0;NE
239487;16/10/2012;0.2;25.6;33.6;27.8;77.0;5.5;3.0;2.0;90.0;E 
239488;17/10/2012;0.2;23.8;27.1;24.0;96.0;5.0;3.0;2.0;315.0;S 
239489;18/10/2012;45.8;22.4;32.7;25.5;88.0;0.4;3.0;2.0;180.0;S 
239490;19/10/2012;4.5;23.4;31.4;26.7;82.0;6.7;5.0;2.0;90.0;E 
239491;20/10/2012;;23.8;32.0;26.7;87.0;4.0;4.0;2.0;180.0;S 
239492;21/10/2012;0.0;24.0;33.6;28.4;78.0;5.3;3.0;2.0;180.0;E 
239493;22/10/2012;;23.2;33.6;27.4;77.0;6.8;5.0;3.0;225.0;S 
239494;23/10/2012;;21.8;33.0;26.8;78.0;4.9;4.0;2.0;180.0;S 
239495;24/10/2012;;24.6;32.0;26.8;84.0;7.6;3.0;1.0;90.0;E 
239496;25/10/2012;69.0;23.4;31.6;26.1;88.0;6.0;4.0;2.0;315.0;N 
239497;26/10/2012;;23.4;33.8;27.8;79.0;5.0;5.0;3.0;270.0;E 
239498;27/10/2012;;24.4;34.6;28.1;77.0;5.1;7.0;2.0;180.0;S 
239499;28/10/2012;0.0;24.6;33.8;27.7;82.0;6.7;6.0;2.0;90.0;NE
239500;29/10/2012;0.8;23.7;32.8;26.9;88.0;6.5;9.0;2.0;90.0;N 
239501;30/10/2012;1.0;23.4;34.1;26.6;85.0;7.0;5.0;2.0;180.0;S 
239502;31/10/2012;0.0;24.0;31.4;26.1;90.0;8.0;3.0;2.0;90.0;E 
239503;11/01/2012;2.0;23.6;32.6;26.9;87.0;2.7;3.0;2.0;135.0;E 
239504;11/02/2012;0.0;25.4;33.7;28.3;78.0;4.7;4.0;2.0;180.0;E 
239505;11/03/2012;0.0;24.1;31.2;27.4;82.0;4.0;4.0;2.0;225.0;N 
239506;11/04/2012;0.0;24.1;32.8;27.1;85.0;6.1;4.0;2.0;225.0;SW
239507;11/05/2012;;24.0;31.9;26.9;87.0;3.5;4.0;2.0;180.0;N 
239508;11/06/2012;0.0;24.0;31.1;27.5;82.0;3.5;4.0;3.0;180.0;S 
239509;11/07/2012;6.7;24.8;31.9;26.1;91.0;3.0;3.0;1.0;90.0;N 
239510;11/08/2012;1.6;23.2;34.0;27.6;81.0;6.7;3.0;1.0;90.0;E 
239511;11/09/2012;;24.8;35.2;30.0;71.0;7.5;4.0;3.0;90.0;E 
239512;11/10/2012;;24.8;31.3;25.5;93.0;2.0;3.0;2.0;180.0;S 
239513;11/11/2012;19.0;23.7;32.6;25.4;91.0;4.0;3.0;1.0;180.0;S 
239514;11/12/2012;21.5;24.0;33.1;27.0;85.0;2.5;5.0;2.0;90.0;E 
239515;13/11/2012;1.0;24.3;32.4;27.1;84.0;3.3;5.0;2.0;360.0;N 
239516;14/11/2012;24.2;23.6;32.8;26.7;88.0;4.0;5.0;2.0;360.0;W 
239517;15/11/2012;20.0;24.2;32.4;27.5;85.0;3.7;4.0;1.0;180.0;S 
239518;16/11/2012;2.8;24.0;32.4;26.5;88.0;4.3;6.0;2.0;225.0;S 
239519;17/11/2012;18.0;24.2;31.2;27.4;84.0;5.6;7.0;3.0;360.0;N 
239520;18/11/2012;;24.4;32.6;27.9;80.0;5.5;4.0;2.0;180.0;E 
239521;19/11/2012;25.1;23.3;31.4;26.8;85.0;1.8;2.0;1.0;180.0;S 
239522;20/11/2012;8.2;24.0;32.6;26.9;85.0;0.0;4.0;1.0;180.0;S 
239523;21/11/2012;0.4;24.4;32.2;27.0;86.0;0.0;4.0;2.0;360.0;E 
239524;22/11/2012;7.8;23.4;32.8;27.1;84.0;5.8;5.0;2.0;180.0;E 
239525;23/11/2012;13.0;23.8;31.2;26.8;84.0;4.6;4.0;2.0;360.0;W 
239526;24/11/2012;;24.6;32.2;26.6;87.0;4.9;3.0;2.0;180.0;S 
239527;25/11/2012;;24.6;31.4;26.0;90.0;5.1;5.0;3.0;225.0;N 
239528;26/11/2012;67.6;23.7;32.6;27.1;85.0;4.8;3.0;2.0;360.0;S 
239529;27/11/2012;9.5;23.6;33.4;26.9;85.0;6.4;4.0;2.0;315.0;W 
239530;28/11/2012;44.1;23.0;32.5;26.2;88.0;2.6;2.0;1.0;270.0;E 
239531;29/11/2012;5.3;24.7;32.1;27.8;83.0;5.7;3.0;2.0;45.0;N 
239532;30/11/2012;;24.4;34.0;27.6;84.0;6.7;3.0;2.0;270.0;N 
239533;12/01/2012;0.8;24.3;34.2;28.5;78.0;6.5;3.0;2.0;90.0;E 
239534;12/02/2012;;24.8;32.0;27.0;88.0;6.1;3.0;2.0;90.0;N 
239535;12/03/2012;3.8;25.2;29.0;25.3;97.0;1.2;4.0;2.0;360.0;N 
239536;12/04/2012;8.3;23.8;31.7;26.9;86.0;3.3;3.0;2.0;270.0;W 
239537;12/05/2012;67.0;23.2;30.6;26.4;87.0;2.1;3.0;2.0;360.0;N 
239538;12/06/2012;;24.0;32.4;27.5;83.0;5.3;3.0;1.0;45.0;E 
239539;12/07/2012;5.0;23.4;32.8;26.4;87.0;2.9;3.0;2.0;360.0;N 
239540;12/08/2012;23.9;24.3;32.0;26.7;86.0;3.5;2.0;2.0;360.0;N 
239541;12/09/2012;2.7;24.2;30.8;27.1;86.0;;3.0;2.0;270.0;W 
239542;12/10/2012;0.8;24.0;31.4;26.7;85.0;4.0;2.0;1.0;360.0;N 
239543;12/11/2012;23.0;23.6;28.2;24.8;94.0;0.6;3.0;2.0;180.0;S 
239544;12/12/2012;9.1;23.8;31.8;26.9;86.0;3.2;3.0;2.0;315.0;S 
239545;13/12/2012;0.3;23.6;29.6;25.8;90.0;1.2;3.0;2.0;180.0;W 
239546;14/12/2012;0.3;23.4;28.8;24.3;96.0;1.2;3.0;1.0;270.0;W 
239547;15/12/2012;16.1;23.2;30.8;26.9;82.0;0.7;2.0;1.0;90.0;E 
239548;16/12/2012;;24.7;32.4;27.0;83.0;4.8;5.0;2.0;180.0;E 
239549;17/12/2012;4.0;24.1;32.0;27.2;84.0;5.5;4.0;2.0;180.0;E 
239550;18/12/2012;15.6;23.6;31.2;26.3;87.0;3.8;5.0;2.0;180.0;S 
239551;19/12/2012;1.0;23.8;30.8;26.4;90.0;3.9;4.0;2.0;180.0;S 
239552;20/12/2012;0.1;23.9;29.9;26.6;86.0;2.8;3.0;2.0;90.0;E 
239553;21/12/2012;;24.2;33.0;27.1;83.0;5.8;5.0;2.0;180.0;N 
239554;22/12/2012;0.0;24.2;29.2;26.1;88.0;1.5;4.0;1.0;270.0;S 
